Bug编号,所属产品,所属模块,所属项目,相关需求,相关任务,Bug标题,关键词,严重程度,优先级,Bug类型,用例关联,所属环境,重现步骤,Bug状态,截止日期,激活次数,是否确认,抄送给,由谁创建,创建日期,影响版本,指派给,指派日期,解决者,解决方案,解决版本,解决日期,由谁关闭,关闭日期,重复ID,相关Bug,相关用例,最后修改者,修改日期,附件
8989,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-新增页面，委托协议中的“XXX料”应改为“饲料”,,一般,3,,,,"<img src=““{15273.png}““ alt=““““ />
<img src=““{15274.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/30,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8986,育肥养户服务号,/我的业务,养殖项目2.0,,,【外出申请】选择计划出场/返场时间应具体到时分秒，改个样式（下图为老邦养宝样式）,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15267.png}““ alt=““““ />

[结果]


[期望]

",已关闭,0000-00-00,0,是,,付想成,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/30,付想成,2021/11/30,0,,,付想成,2021/11/30,
8979,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-余额查询-对账单页面，页面中的“养护”应改为“养户”,,一般,3,,,,"<img src=““{15257.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/30,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8978,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-余额查询-对账单详情页面，页面中的期间显示为空,,一般,3,,,,"<img src=““{15254.png}““ alt=““““ />
接口名：/api/raiserReconciliationDetail
接口数据：{““data““:{““zb_raiser““:““1262286235779468288““,““id““:““1299844437827922944““,““type““:1}}
<img src=““{15255.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/30,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8977,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-余额查询页面，页面中删除“批次对账单查询”单据,,一般,3,,,,"<img src=““{15253.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/29,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8975,育肥养户服务号,/我的业务,养殖项目2.0,,,【考勤打卡】服务号上的打卡点经度和纬度取反了,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15246.png}““ alt=““““ />
<img src=““{15247.png}““ alt=““““ />
[结果]


[期望]

",已关闭,0000-00-00,0,是,,付想成,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/30,付想成,2021/11/30,0,,,付想成,2021/11/30,
8973,公共-猪只变动,/猪只调出单,养殖项目2.0,,,存栏变动记录没有按实际操作展示,,一般,3,,,,"金川猪场   调出批次为  211127-金川-公猪站-0002  ，并没有操作调出单ZZDC-20211129-0548 反审核，但是批次存栏变动显示操作了反审核。实际情况是调出单是5头，枫田猪场一分场调入单接收4头，拒收1头。然后操作调入单的反审核。<img src=““{15238.png}““ alt=““““ />


[结果]


[期望]<img src=““{15243.png}““ alt=““““ />

",已关闭,0000-00-00,1,是,,尹清渝（金蝶）,2021/11/29,主干,Closed,2021/11/30,姚锐东（金蝶）,已解决,主干,2021/11/30,尹清渝（金蝶）,2021/11/30,0,,,尹清渝（金蝶）,2021/11/30,
8972,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-批次档案页面，饲料领用记录页面中的相同饲料品种的耗用量应该合并显示，耗用显示为该饲料品种的总领用量,,一般,3,,,,"<img src=““{15242.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/12/1,曹建华,重复Bug,主干,2021/11/30,邹宇,2021/12/1,财务中心-批次档案中的单头耗用和合计耗用字段显示为0(8974),,,邹宇,2021/12/1,
8971,育肥养户服务号,/财务中心,养殖项目2.0,,,领用记录和批次档案中的头数把后面的单位给去掉,,一般,3,,,,"<img src=““{15239.png}““ alt=““““ />
<img src=““{15240.png}““ alt=““““ />

",已关闭,0000-00-00,1,是,,邹宇,2021/11/29,主干,Closed,2021/12/1,周国强,已解决,主干,2021/11/30,邹宇,2021/12/1,0,,,邹宇,2021/12/1,
8970,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-领用记录，页面中再养头数的数量去除千分位显示,,一般,3,,,,"<img src=““{15237.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/29,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8968,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-领用记录页面，页面中的日期去除时分秒，只显示日期,,一般,3,,,,"<img src=““{15235.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/29,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8967,公共-猪只变动,/猪只调入单,养殖项目2.0,,,调入单反审核后，再提交报错,,一般,3,,,,"[步骤]<img src=““{15233.png}““ alt=““““ />


[结果]列表的提交按钮报错，编辑界面的不会


[期望]

",已关闭,0000-00-00,0,是,,尹清渝（金蝶）,2021/11/29,主干,Closed,2021/11/30,姚锐东（金蝶）,已解决,主干,2021/11/29,尹清渝（金蝶）,2021/11/30,0,,,尹清渝（金蝶）,2021/11/30,
8965,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-领用记录页面中的文案变更，具体如图,,一般,3,,,,"

<img src=““{15232.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/29,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8963,育肥养户服务号,/我的业务,养殖项目2.0,,,【考勤打卡】考勤查询和我的地点界面，返回按钮无效,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
[结果]
[期望]
",已关闭,0000-00-00,1,是,,付想成,2021/11/29,主干,Closed,2021/12/1,周国强,已解决,主干,2021/11/30,付想成,2021/12/1,0,,,付想成,2021/12/1,
8957,采购-供应商管理,/种猪供应商—外部种源场月度评级,养殖项目2.0,,,在采购云-供应商管理-外部种源场月度评级，出现分值为空的情况。,,一般,3,页面表现与数据输入校验,用例外,,<img src=““{15216.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,刘强（金蝶）,2021/11/29,主干,Closed,2021/11/29,李博（金蝶）,已解决,主干,2021/11/29,刘强（金蝶）,2021/11/29,0,,,刘强（金蝶）,2021/11/29,
8952,育肥养户服务号,/个人中心,养殖项目2.0,,,个人中心-我要提问页面，页面中的举报电话需要支持点击可直接拨打,,一般,3,,,,"<img src=““{15208.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,已解决,主干,2021/11/29,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8950,育肥养户服务号,/个人中心,养殖项目2.0,,,个人中心-我要提问-新增页面，页面中去掉添加图片,,一般,3,,,,"

<img src=““{15234.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,周国强,非问题,主干,2021/11/29,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8947,育肥养户服务号,/个人中心,养殖项目2.0,,,个人中心-我的信息页面，页面中的管理员及管理员电话数据应显示最新的投苗批次中的管理员数据,,一般,3,,,,"<img src=““{15202.png}““ alt=““““ />
<img src=““{15203.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/12/1,曹建华,已解决,主干,2021/11/30,邹宇,2021/12/1,0,,,邹宇,2021/12/1,
8945,邦购销APP,/销售管理/客户拜访,养殖项目2.0,,,【客户拜访】需规的 必填项   APP没有限制，且需要 *符标识改字段为必填,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15197.png}““ alt=““““ />
 
[结果]
<img src=““{15196.png}““ alt=““““ />
 
[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/29,主干,Closed,2021/12/2,邱世平(嘉瑞),已解决,主干,2021/11/30,杨承樑,2021/12/2,0,,,杨承樑,2021/12/2,
8943,公共-免疫管理,/免疫计划,养殖项目2.0,,,免疫程序列表界面：增加使用状态过滤条件，默认是可用的,,一般,3,,,,<img src=““{15193.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,卢娇玲,2021/11/29,主干,Closed,2021/11/29,姚锐东（金蝶）,已解决,主干,2021/11/29,卢娇玲,2021/11/29,0,,,卢娇玲,2021/11/29,
8942,邦购销APP,/销售管理/客户拜访,养殖项目2.0,,,【客户拜访】APP端输入如图1，PC端结果如图2，建议按图1建议修改,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15192.png}““ alt=““““ />
 
[结果]
<img src=““{15191.png}““ alt=““““ />
 
[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/29,主干,Closed,2021/12/2,邱世平(嘉瑞),已解决,主干,2021/11/30,杨承樑,2021/12/2,0,,,杨承樑,2021/12/2,
8940,邦购销APP,/销售管理/客户拜访,养殖项目2.0,,,【客户拜访】下一步计划，字段，缺少* 必填标识符,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15189.png}““ alt=““““ />
 
[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/29,主干,Closed,2021/12/2,邱世平(嘉瑞),已解决,主干,2021/11/30,杨承樑,2021/12/2,0,,,杨承樑,2021/12/2,
8939,公共-猪只变动,/猪只调入单,养殖项目2.0,,,调入单锁定逻辑没有跳过本单据，显示自己被自己锁定,,一般,3,,,,"[步骤]
<img src=““{15188.png}““ alt=““““ />

[结果]


[期望]

",已关闭,0000-00-00,0,是,,尹清渝（金蝶）,2021/11/29,主干,Closed,2021/11/30,罗朝智（金蝶）,已解决,主干,2021/11/29,尹清渝（金蝶）,2021/11/30,0,,,尹清渝（金蝶）,2021/11/30,
8936,邦购销APP,/销售管理/上市计划,养殖项目2.0,,,【上市计划】1.猪只销售品种应为必填，但操作时未填入值也成功提交了，需修正；,,一般,3,页面表现与数据输入校验,用例内,,"<img src=““{15184.png}““ alt=““““ />






<img src=““{15185.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,张亚群,2021/11/29,主干,Closed,2021/12/1,邱世平(嘉瑞),已解决,主干,2021/11/30,张亚群,2021/12/1,0,,,付丽华,2021/12/1,
8935,采购-供应商管理,/种猪供应商—外部种源场档案,养殖项目2.0,,,在采购云-供应商管理-外部种源场档案，在档案查看页面中的“猪场明细信息”列表中“封存原因”出现“4”的异常数据。,,一般,3,页面表现与数据输入校验,用例外,,<img src=““{15183.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,刘强（金蝶）,2021/11/29,主干,Closed,2021/11/29,邓文杰,已解决,主干,2021/11/29,刘强（金蝶）,2021/11/29,0,,,刘强（金蝶）,2021/11/29,
8929,邦购销APP,/销售管理/上市计划,养殖项目2.0,,,【上市计划】最小天龄未按需规默认,,一般,3,页面表现与数据输入校验,用例内,,"<img src=““{15173.png}““ alt=““““ />






<img src=““{15174.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,张亚群,2021/11/29,主干,Closed,2021/12/1,邱世平(嘉瑞),已解决,主干,2021/11/30,张亚群,2021/12/1,0,,,付丽华,2021/12/1,
8926,育肥养户服务号,/我的业务,养殖项目2.0,,,【外出申请】选择日期时，不要自动唤醒手机输入法,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15170.png}““ alt=““““ />

[结果]


[期望]

",已关闭,0000-00-00,0,是,,付想成,2021/11/29,主干,Closed,2021/11/29,周国强,已解决,主干,2021/11/29,付想成,2021/11/29,0,,,付想成,2021/11/29,
8923,公共-猪只变动,/猪只调出单,养殖项目2.0,,,调出单的调出总重输入值和保存的不一样,,一般,3,,,,"[步骤]<img src=““{15166.png}““ alt=““““ />


[结果]


[期望]

",已关闭,0000-00-00,1,是,,尹清渝（金蝶）,2021/11/29,主干,Closed,2021/11/30,姚锐东（金蝶）,已解决,主干,2021/11/29,尹清渝（金蝶）,2021/11/30,0,,,尹清渝（金蝶）,2021/11/30,
8912,育肥-成本管理,/,养殖项目2.0,,,成本计算，显示最近关账时间错误,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15148.png}““ alt=““““ />

[期望]
最近关账的时间是10月份",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/11/29,主干,Closed,2021/11/29,卢长伟(金蝶),已解决,主干,2021/11/29,戴齐珍(金蝶),2021/11/29,0,,,戴齐珍(金蝶),2021/11/29,
8911,邦购销APP,/销售管理/车辆备案,养殖项目2.0,,,【车辆备案】使用状态  字段，是锁定的，新增时默认为启用。,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]


[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/29,主干,Closed,2021/12/2,邱世平(嘉瑞),已解决,主干,2021/11/30,杨承樑,2021/12/2,0,,,杨承樑,2021/12/2,
8909,育肥养户服务号,/我的业务,养殖项目2.0,,,【物资洗消】暂存后无法上传第二张照片了,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15140.png}““ alt=““““ />
 
[结果]


[期望]

",已关闭,0000-00-00,0,是,,付想成,2021/11/29,主干,Closed,2021/11/29,周国强,已解决,主干,2021/11/29,付想成,2021/11/29,0,,,付想成,2021/11/29,
8906,公共-免疫管理,/免疫计划,养殖项目2.0,,,免疫程序多出计划开始日期字段,,一般,3,,,,<img src=““{15135.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,卢娇玲,2021/11/29,主干,Closed,2021/11/29,姚锐东（金蝶）,已解决,主干,2021/11/29,卢娇玲,2021/11/29,0,,,卢娇玲,2021/11/29,
8903,育肥养户服务号,/我的业务,养殖项目2.0,,,饲喂记录的今晚剩余库存不等于审核状态的饲料领用单的kg数-审核状态的饲喂记录的kg数,,一般,3,页面表现与数据输入校验,,,"

<img src=““{15127.png}““ alt=““““ />
<img src=““{15128.png}““ alt=““““ />
<img src=““{15129.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,罗洪浪,2021/11/29,主干,Closed,2021/12/1,曹建华,已解决,主干,2021/11/30,罗洪浪,2021/12/1,0,,,罗洪浪,2021/12/1,
8900,育肥养户服务号,/我的业务,养殖项目2.0,,,投苗申请查询界面增加饲养经验评分截图项,,一般,3,页面表现与数据输入校验,,,<img src=““{15118.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,罗洪浪,2021/11/29,主干,Closed,2021/11/29,周国强,已解决,主干,2021/11/29,罗洪浪,2021/11/29,0,,,罗洪浪,2021/11/29,
8896,公共-免疫管理,/免疫计划,养殖项目2.0,,,免疫计划自动变成作废状态是为啥，有些还没到期,,一般,3,,,,<img src=““{15112.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,卢娇玲,2021/11/29,主干,Closed,2021/11/29,邹宇,非问题,主干,2021/11/29,卢娇玲,2021/11/29,0,,,卢娇玲,2021/11/29,
8895,公共-免疫管理,/免疫计划,养殖项目2.0,,,免疫程序只维护了一个项目，免疫计划自动生成了2个相同的计划明细,,一般,3,,,,<img src=““{15110.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,卢娇玲,2021/11/29,主干,Closed,2021/11/29,邹宇,非问题,主干,2021/11/29,卢娇玲,2021/11/29,0,,,卢娇玲,2021/11/29,
8894,公共-猪只变动,/猪只调出单,养殖项目2.0,,,【猪只调出单 】1、均重为自动就算，可以锁定；2、不计价头数，新增默认0；3、还原25日龄重为自动计算，可以锁定,,一般,3,页面控件与业务功能实现,用例内,其他环境,"<img src=““{15111.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,曾能,2021/11/29,主干,Closed,2021/12/1,姚锐东（金蝶）,已解决,主干,2021/11/30,曾能,2021/12/1,0,,,曾能,2021/12/1,
8889,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-批次对账单详情页面，已签名的批次对账单在云苍穹中“是否已签名”字段还是未变化,,一般,3,,,,"<img src=““{15096.png}““ alt=““““ />
<img src=““{15097.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/29,主干,Closed,2021/11/30,曹建华,已解决,主干,2021/11/29,邹宇,2021/11/30,0,,,邹宇,2021/11/30,
8885,繁殖-经产管理,/断奶记录,养殖项目2.0,,,【断奶记录】断奶记录 审核报错：下推转群单失败,,严重,2,逻辑关系与数据处理,,,"[步骤]


[结果]<img src=““{15092.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/11/29,主干,Closed,2021/11/30,罗朝智（金蝶）,已解决,主干,2021/11/29,杜林霏,2021/11/30,0,,,杜林霏,2021/11/30,
